turbine_id,wind_bin,count,mean,median,min,max
Kelmarsh 1,19.0,8,0.4996701036938807,0.49750572204589844,-0.0016361534304735138,1.007446408155488
Kelmarsh 1,20.0,11,0.37024685684170267,-0.0007703219390496976,-0.001592432464041361,1.0014975943216464
Kelmarsh 1,21.0,11,0.13562254502873727,-0.0015180027194139434,-0.0016876817331081483,0.9811229277820122
Kelmarsh 1,22.0,5,-0.0011422625751030156,-0.0011234730045969893,-0.0016187171238224683,-0.0008038934265694968
Kelmarsh 1,23.0,4,-0.0014921084264429604,-0.001447866951547018,-0.0018443485585654654,-0.0012283512441123405
Kelmarsh 1,24.0,1,-0.0013059039232207507,-0.0013059039232207507,-0.0013059039232207507,-0.0013059039232207507
Kelmarsh 2,0.0,500,-0.00044739605223260276,-0.0003791753838701946,-0.0014349849049637956,-0.00021053732895269623
Kelmarsh 2,1.0,1132,-0.0006184517521076312,-0.00047702707895418497,-0.007213400864019627,0.0005423726105108494
Kelmarsh 2,2.0,2735,0.0017366094935854243,-0.0005321988245336022,-0.007836501889112519,0.06581905458031631
Kelmarsh 2,3.0,4193,0.03071138388919483,0.029386525968225993,-0.004547908596876191,0.15735935118140243
Kelmarsh 2,4.0,5900,0.08069844140754401,0.0783983295719798,-0.0027346448200504954,0.22020153510861282
Kelmarsh 2,5.0,7346,0.15688043503150714,0.15492175590701218,-0.003479984329967964,0.32280368711890245
Kelmarsh 2,6.0,8155,0.26866270721132524,0.26671237852515245,-0.005426946965659537,0.479139404296875
Kelmarsh 2,7.0,7488,0.4159245276427308,0.41198081411966464,-0.004462537067692454,0.6709520293445121
Kelmarsh 2,8.0,5536,0.5946160259961306,0.5933827469988567,-0.0017243760969580673,0.8844372260861281
Kelmarsh 2,9.0,3836,0.7806688064562498,0.7820218714272104,-0.0014755829369149558,0.9933614591272865
Kelmarsh 2,10.0,2413,0.9174198412807001,0.9312801900724085,-0.0028816806979295685,1.0064112519054877
Kelmarsh 2,11.0,1417,0.9767749202547523,0.9855973108803354,-0.0006516507195263374,1.0098470846036585
Kelmarsh 2,12.0,681,0.9917469915374166,0.9972637195121952,-0.0006662244331545946,1.012295517339939
Kelmarsh 2,13.0,396,0.9981765346334438,1.000268614233994,0.7486829506478658,1.0119965939405489
Kelmarsh 2,14.0,152,0.9843323644762321,1.001396424828506,-0.0017251634597778322,1.0093093797637196
Kelmarsh 2,15.0,74,0.9868816064420938,0.9995329173018292,0.41872016720655486,1.0148474418826219
Kelmarsh 2,16.0,24,0.9995408096933752,1.0022873594702744,0.9798411299542683,1.0116524152057926
Kelmarsh 2,17.0,15,0.9236549456836731,0.9961872975419206,0.05214500985494474,1.0037210604039635
Kelmarsh 2,18.0,10,0.598577634183372,0.9893712485708841,-0.002168616318121189,1.0052153201219511
Kelmarsh 2,19.0,7,0.4277638929313899,-0.0009759146992753192,-0.0013327090333147746,1.008029130144817
Kelmarsh 2,20.0,9,0.11125474609979769,-0.0012616625064756813,-0.0018815633727283013,1.011908584222561
Kelmarsh 2,21.0,15,0.19169442826557934,-0.0009311527159155868,-0.001518262886419529,0.9748277319931401
Kelmarsh 2,22.0,6,0.23832214171324317,-0.0009717507478667468,-0.0012590600223076052,0.9913121069931401
Kelmarsh 2,23.0,3,0.18275060103191595,-0.0009782569001360638,-0.001520344920274688,0.5507504049161586
Kelmarsh 2,24.0,2,-0.0011856713527586401,-0.0011856713527586401,-0.0014334236703267911,-0.0009379190351904893
Kelmarsh 3,0.0,445,-0.0006804613847541757,-0.0005967392572542516,-0.0023040259756693026,-0.00033987853585219964
Kelmarsh 3,1.0,1187,-0.0008179984545506599,-0.0007036995306247617,-0.007324279692114854,0.010640481158000667
Kelmarsh 3,2.0,3400,0.001228549838241676,-0.0008755829566862525,-0.007799267187351134,0.056767295279153966
Kelmarsh 3,3.0,5379,0.027857881172359326,0.026243118658298398,-0.004672027680932021,0.16226345155297253
Kelmarsh 3,4.0,7143,0.08081398064833747,0.07894736685403964,-0.002263341298917445,0.24611488900533537
Kelmarsh 3,5.0,8545,0.15438004531534924,0.15129008967701982,-0.0026432972419552685,0.3422516315739329
Kelmarsh 3,6.0,7776,0.2600472340604598,0.25797622308498475,-0.005257595806587033,0.4746034798971036
Kelmarsh 3,7.0,6495,0.4065255107155774,0.40541914777057925,-0.0031307341412800116,0.6792829411204269
Kelmarsh 3,8.0,4628,0.5819975553143398,0.5828060392054115,-0.002879165091165682,0.8639253644245427
Kelmarsh 3,9.0,3148,0.7784083953519653,0.7815222763433689,-0.0023856558450838414,0.9972797970655488
Kelmarsh 3,10.0,1916,0.9140034327540586,0.9217121105659298,-0.0013207378620054664,1.0100479944740854
Kelmarsh 3,11.0,1016,0.9664830563712056,0.9818137564310214,-0.0010914629261668137,1.0093137862042683
Kelmarsh 3,12.0,488,0.9728124398693757,0.995476639910442,-0.0028332754460776723,1.0129290920350609
Kelmarsh 3,13.0,230,0.9806517810859458,0.9998659608422256,-0.0016070061195187454,1.0106205935594512
Kelmarsh 3,14.0,102,0.9780164134331379,0.9994521722560976,-0.0012679082591359207,1.0096174733231706
Kelmarsh 3,15.0,39,0.998610874960913,0.9996727324695122,0.9841078148818597,1.013576005144817
Kelmarsh 3,16.0,17,1.0006264221103838,1.0014463843368901,0.9835659417873476,1.0078886004192074
Kelmarsh 3,17.0,8,0.9700674810642149,0.9980323754287348,0.7837345774580793,1.0000855087652438
Kelmarsh 3,18.0,9,0.996831312722307,0.9979339153010671,0.9815299280678353,1.0072705078125
Kelmarsh 3,19.0,16,0.499073957757252,0.49230941161876773,-0.002049420752176424,1.0119044159679877
Kelmarsh 3,20.0,8,0.45676156708380067,0.35337821402200836,-0.0019356941595310118,1.0036515100990853
Kelmarsh 3,21.0,8,0.6495437645185285,0.9917969643197408,-0.001794121439863996,1.010532822027439
Kelmarsh 3,22.0,1,0.9875765767911585,0.9875765767911585,0.9875765767911585,0.9875765767911585
Kelmarsh 3,23.0,3,0.922642256573933,0.9918471917873476,0.7787586342416158,0.9973209436928354
Kelmarsh 3,24.0,1,-0.0017733020317263727,-0.0017733020317263727,-0.0017733020317263727,-0.0017733020317263727
Kelmarsh 4,0.0,520,-0.00024307310636422646,-0.00018919732512497317,-0.001241103149041897,-2.9407561552233805e-05
Kelmarsh 4,1.0,1209,-0.000466408280865007,-0.0003450834169620421,-0.006166342758550877,0.005832604664128001
Kelmarsh 4,2.0,2984,0.001826680290236809,-0.00037502517060535707,-0.0081803205536633,0.0466341977003144
Kelmarsh 4,3.0,4630,0.02981033517672818,0.029088425985196745,-0.0050384758739936645,0.10795229283774771
Kelmarsh 4,4.0,6639,0.07961488229150707,0.07734439756812118,-0.0032988583169332366,0.22116528022580031
Kelmarsh 4,5.0,7917,0.15551108680259976,0.15407984291634907,-0.004387713641655154,0.34929562452362806
Kelmarsh 4,6.0,8078,0.2630577082248112,0.2625470715034299,-0.004861614413377715,0.4957557343273628
Kelmarsh 4,7.0,7047,0.40646958146774176,0.40650259622713414,-0.004479576203881242,0.66831298828125
Kelmarsh 4,8.0,4951,0.5848638845337532,0.5855236518673781,-0.0038789353719571743,0.8859132050304878
Kelmarsh 4,9.0,3472,0.7677250609217164,0.7724109482183689,-0.002462427790572004,0.9857674947599085
Kelmarsh 4,10.0,2143,0.9015540241575462,0.9148280892721037,-0.0017076731891166874,1.006934784679878
Kelmarsh 4,11.0,1151,0.9579640270312403,0.9821751143292683,-0.0036223348757115806,1.0123479182545732
Kelmarsh 4,12.0,653,0.9917353864514564,0.9962736995045731,0.8970937142721036,1.0105400866996952
Kelmarsh 4,13.0,360,0.9964478134527439,0.9995767435213414,0.4994919493140244,1.012149628429878
Kelmarsh 4,14.0,132,0.9846428889786192,1.0009980587842988,-0.00012744221745467765,1.0098642339939023
Kelmarsh 4,15.0,50,0.9982975204839939,0.9998076648246952,0.9750624642721036,1.0153598990091464
Kelmarsh 4,16.0,16,0.9986435941370522,1.0004219464557926,0.9826722084603658,1.0095096941692072
Kelmarsh 4,17.0,11,0.869774535418614,0.9981844869474086,-0.00039270805149543576,1.0065433260289633
Kelmarsh 4,18.0,13,0.8134207256694672,0.995024949980945,-0.00042055414944160277,1.0111798542301829
Kelmarsh 4,19.0,9,0.5563946870801249,0.9952537276105183,-0.0012515129694124546,1.006311690167683
Kelmarsh 4,20.0,11,0.20720820086493988,-0.0004085829199814215,-0.0012327753625264982,0.9844937952553352
Kelmarsh 4,21.0,11,0.23784062743715592,-0.0004965453613095167,-0.0016733682446363495,1.0015083126905489
Kelmarsh 4,22.0,7,0.05997100901520626,-0.0010659590000059547,-0.001306164206528082,0.29319124547446646
Kelmarsh 4,23.0,1,-0.001346762238479242,-0.001346762238479242,-0.001346762238479242,-0.001346762238479242
Kelmarsh 5,0.0,518,-0.0005982290745365249,-0.0005579629177000464,-0.002529354095458984,-0.0003227024543576124
Kelmarsh 5,1.0,1287,-0.0008477941230381409,-0.0007102056247432057,-0.0073362034123118335,0.0041583451992127955
Kelmarsh 5,2.0,3812,0.0030332793461368543,-0.0007458586809111805,-0.00791458967255383,0.07372159632240853
Kelmarsh 5,3.0,5999,0.03531469341532377,0.033123362471417686,-0.005120127608136433,0.1804931045160061
Kelmarsh 5,4.0,7395,0.08551024568273166,0.08246139154201601,-0.005680863450213176,0.3399227979706555
Kelmarsh 5,5.0,8396,0.16126061373261227,0.15841666617044586,-0.0062419565712533345,0.45402090677400914
Kelmarsh 5,6.0,7824,0.2699953586857082,0.2699276361232851,-0.005707148575201267,0.5628476919778963
Kelmarsh 5,7.0,5970,0.4181368930384327,0.4230720631669207,-0.0052678587378525155,0.7442827029344512
Kelmarsh 5,8.0,4170,0.5951890602597174,0.5985020483993903,-0.005363365731588224,0.8857780940358231
Kelmarsh 5,9.0,2707,0.7780425121882876,0.7840293921493903,-0.005146324343797637,0.9934716796875
Kelmarsh 5,10.0,1792,0.8997082960313894,0.9190022984946646,-0.0030227328509819223,1.005073837652439
Kelmarsh 5,11.0,1061,0.9504502460565302,0.9798580411585366,-0.0014414910572331126,1.0077918969131097
Kelmarsh 5,12.0,575,0.9650746171649921,0.9942665658346036,-0.0017420726869164444,1.0093041396722562
Kelmarsh 5,13.0,287,0.9604610740002795,0.9996434355945122,-0.001234597113074326,1.0088057355182927
Kelmarsh 5,14.0,118,0.9648998211680881,1.0006837723894817,-0.0008960197611552913,1.009112638147866
Kelmarsh 5,15.0,40,0.9900016717678163,0.9958861709222562,0.8058228134527439,1.0110207459984757
Kelmarsh 5,16.0,16,0.931495975830206,0.9978219678925304,-0.0010748073531360162,1.0108114996189024
Kelmarsh 5,17.0,10,0.9940080923685214,0.996149306878811,0.9768368902439024,1.0099768959603659
Kelmarsh 5,18.0,9,0.5356961910123748,0.5017572170350609,-0.0016928865851425542,1.0058884336890244
Kelmarsh 5,19.0,10,0.28623409548038387,-0.001172008456253424,-0.0016187171238224683,0.9987656607278963
Kelmarsh 5,20.0,12,0.19465238189794185,-0.0012999182794152238,-0.0023666579548905537,0.9278062476181402
Kelmarsh 5,21.0,9,0.034232216999136665,-0.0008694748762177258,-0.0020299025279719657,0.3182912538109756
Kelmarsh 5,22.0,3,0.022164341104709037,-0.000789059545935654,-0.0010404551901468417,0.0683225380502096
Kelmarsh 5,23.0,1,0.11933896692787728,0.11933896692787728,0.11933896692787728,0.11933896692787728
Kelmarsh 5,24.0,1,-0.0015867070453922923,-0.0015867070453922923,-0.0015867070453922923,-0.0015867070453922923
Kelmarsh 6,0.0,479,-0.0006916788137397939,-0.0006201612077108244,-0.0019172168359523865,-0.0003315507493368009
Kelmarsh 6,1.0,1371,-0.0008354058372953399,-0.0007653773703226229,-0.004788036346435548,0.0043591159727515245
Kelmarsh 6,2.0,3987,0.00033386032872804766,-0.0009254273554173913,-0.0081779898666754,0.044965195074314034
Kelmarsh 6,3.0,5965,0.02597137207374112,0.024457797538943407,-0.005862861726342178,0.11342325350133385
Kelmarsh 6,4.0,8213,0.07707117611152167,0.07641839004144436,-0.005109463203244093,0.21618339724657015
Kelmarsh 6,5.0,9115,0.15193391200210712,0.15025502274676067,-0.004972761665902487,0.3143384682259909
Kelmarsh 6,6.0,8092,0.2621063877211287,0.2610193317692454,-0.0028016122957555257,0.5039747284679879
Kelmarsh 6,7.0,5787,0.4075176809309643,0.40833144769435975,-0.00297068409803437,0.723328827648628
Kelmarsh 6,8.0,3399,0.5758523756549166,0.5842270269626524,-0.002698469161987305,0.8696640982278964
Kelmarsh 6,9.0,2312,0.7569925455383203,0.7734536668730945,-0.0023263231137903725,0.9725678830030487
Kelmarsh 6,10.0,1405,0.8782698747203039,0.9054324266387195,-0.0018581414804226014,1.0069802782012196
Kelmarsh 6,11.0,710,0.9402055054719158,0.9753721358136433,-0.0024082970037692933,1.007805830792683
Kelmarsh 6,12.0,386,0.9793716798879608,0.9941568811928354,-0.0018047914272401391,1.009469083460366
Kelmarsh 6,13.0,182,0.9963653392684392,0.9991568811928353,0.9359932355182927,1.0111772341844512
Kelmarsh 6,14.0,62,0.9986223832197212,0.9996162228467989,0.9681523318407012,1.0112821551067073
Kelmarsh 6,15.0,19,0.9712076875150434,0.9988255645007622,0.5171261075647866,1.0079033679496952
Kelmarsh 6,16.0,12,0.7519687033862602,1.0014493616615854,-0.0022021840258342465,1.009738233612805
Kelmarsh 6,17.0,7,0.5017370173490837,0.5966970155297256,-0.0021798029178526344,1.0040963224085366
Kelmarsh 6,18.0,15,0.4261412431592863,0.07408679496951219,-0.00202105429114365,1.005565810785061
Kelmarsh 6,19.0,5,0.5902569902001358,0.8541297279916159,-0.0017207327121641577,0.9944982016958841
Kelmarsh 6,20.0,9,0.48864563465118405,0.4403483767625762,-0.0022690666012647677,1.0104854230182927
Kelmarsh 6,21.0,6,0.4410930342209048,0.33655163276486283,-0.002346098830060261,0.9953117854420732
Kelmarsh 6,22.0,4,0.2505617531625236,0.002989335001968756,-0.0018680307341784966,0.9981363733803353
