timestamp,wind_speed_ms,temperature_c
2026-02-07 22:00:00+00:00,3.8596,2.9863
2026-02-07 23:00:00+00:00,3.6514,2.9619
2026-02-08 00:00:00+00:00,3.5481,2.9255
2026-02-08 01:00:00+00:00,3.5468,2.8771
2026-02-08 02:00:00+00:00,3.6404,2.8167
2026-02-08 03:00:00+00:00,3.817,2.7445
2026-02-08 04:00:00+00:00,4.0614,2.6606
2026-02-08 05:00:00+00:00,4.355,2.5651
2026-02-08 06:00:00+00:00,4.6776,2.4582
2026-02-08 07:00:00+00:00,5.0077,2.3401
2026-02-08 08:00:00+00:00,5.3241,2.2111
2026-02-08 09:00:00+00:00,5.6065,2.0712
2026-02-08 10:00:00+00:00,5.8369,1.9208
2026-02-08 11:00:00+00:00,6.0001,1.7601
2026-02-08 12:00:00+00:00,6.085,1.5894
2026-02-08 13:00:00+00:00,6.0846,1.409
2026-02-08 14:00:00+00:00,5.9967,1.2192
2026-02-08 15:00:00+00:00,5.8239,1.0204
2026-02-08 16:00:00+00:00,5.5734,0.8129
2026-02-08 17:00:00+00:00,5.2568,0.597
2026-02-08 18:00:00+00:00,4.8894,0.3731
2026-02-08 19:00:00+00:00,4.4897,0.1416
2026-02-08 20:00:00+00:00,4.0781,-0.0971
2026-02-08 21:00:00+00:00,3.6762,-0.3425
2026-02-08 22:00:00+00:00,3.3056,-0.5943
2026-02-08 23:00:00+00:00,2.9868,-0.852
2026-02-09 00:00:00+00:00,2.7383,-1.1152
2026-02-09 01:00:00+00:00,2.5757,-1.3833
2026-02-09 02:00:00+00:00,2.5108,-1.6561
2026-02-09 03:00:00+00:00,2.5511,-1.9328
2026-02-09 04:00:00+00:00,2.6992,-2.2132
2026-02-09 05:00:00+00:00,2.953,-2.4967
2026-02-09 06:00:00+00:00,3.3057,-2.7828
2026-02-09 07:00:00+00:00,3.746,-3.071
2026-02-09 08:00:00+00:00,4.2585,-3.3608
2026-02-09 09:00:00+00:00,4.8249,-3.6517
2026-02-09 10:00:00+00:00,5.4244,-3.9432
2026-02-09 11:00:00+00:00,6.0351,-4.2348
2026-02-09 12:00:00+00:00,6.6347,-4.5261
2026-02-09 13:00:00+00:00,7.2019,-4.8164
2026-02-09 14:00:00+00:00,7.717,-5.1052
2026-02-09 15:00:00+00:00,8.1635,-5.3922
2026-02-09 16:00:00+00:00,8.5282,-5.6768
2026-02-09 17:00:00+00:00,8.8022,-5.9584
2026-02-09 18:00:00+00:00,8.9814,-6.2366
2026-02-09 19:00:00+00:00,9.0663,-6.511
2026-02-09 20:00:00+00:00,9.0622,-6.781
2026-02-09 21:00:00+00:00,8.979,-7.0462
2026-02-09 22:00:00+00:00,8.8304,-7.306
2026-02-09 23:00:00+00:00,8.6336,-7.5602
2026-02-10 00:00:00+00:00,8.408,-7.8081
2026-02-10 01:00:00+00:00,8.1744,-8.0495
2026-02-10 02:00:00+00:00,7.954,-8.2838
2026-02-10 03:00:00+00:00,7.7674,-8.5107
2026-02-10 04:00:00+00:00,7.6334,-8.7298
2026-02-10 05:00:00+00:00,7.5678,-8.9406
2026-02-10 06:00:00+00:00,7.5835,-9.1429
2026-02-10 07:00:00+00:00,7.6886,-9.3362
2026-02-10 08:00:00+00:00,7.887,-9.5203
2026-02-10 09:00:00+00:00,8.1778,-9.6948
2026-02-10 10:00:00+00:00,18.0,-9.8594
2026-02-10 11:00:00+00:00,4.0,-10.0139
2026-02-10 12:00:00+00:00,20.0,-10.1579
2026-02-10 13:00:00+00:00,5.0,-10.2912
2026-02-10 14:00:00+00:00,10.6671,-10.4136
2026-02-10 15:00:00+00:00,11.2529,-10.5248
2026-02-10 16:00:00+00:00,11.8188,-10.6248
2026-02-10 17:00:00+00:00,12.3431,-10.7132
2026-02-10 18:00:00+00:00,12.806,-10.79
2026-02-10 19:00:00+00:00,13.1899,-10.855
2026-02-10 20:00:00+00:00,13.481,-10.9081
2026-02-10 21:00:00+00:00,13.6695,-10.9492
2026-02-10 22:00:00+00:00,13.7501,-10.9782
2026-02-10 23:00:00+00:00,13.7225,-10.9951
2026-02-11 00:00:00+00:00,13.591,-10.9999
2026-02-11 01:00:00+00:00,13.3648,-10.9926
2026-02-11 02:00:00+00:00,13.0571,-10.9731
2026-02-11 03:00:00+00:00,12.6845,-10.9415
2026-02-11 04:00:00+00:00,12.2666,-10.8978
2026-02-11 05:00:00+00:00,11.8243,-10.8422
2026-02-11 06:00:00+00:00,11.3796,-10.7747
2026-02-11 07:00:00+00:00,10.9538,-10.6954
2026-02-11 08:00:00+00:00,10.567,-10.6045
2026-02-11 09:00:00+00:00,10.2365,-10.5021
2026-02-11 10:00:00+00:00,9.9768,-10.3885
2026-02-11 11:00:00+00:00,9.7981,-10.2638
2026-02-11 12:00:00+00:00,9.7062,-10.1282
2026-02-11 13:00:00+00:00,9.7021,-9.9819
2026-02-11 14:00:00+00:00,9.7821,-9.8253
2026-02-11 15:00:00+00:00,9.9379,-9.6586
2026-02-11 16:00:00+00:00,10.1569,-9.482
2026-02-11 17:00:00+00:00,10.4232,-9.2959
2026-02-11 18:00:00+00:00,10.7177,-9.1007
2026-02-11 19:00:00+00:00,11.02,-8.8965
2026-02-11 20:00:00+00:00,11.3087,-8.6839
2026-02-11 21:00:00+00:00,11.5626,-8.4632
2026-02-11 22:00:00+00:00,11.762,-8.2347
2026-02-11 23:00:00+00:00,11.8896,-7.9988
2026-02-12 00:00:00+00:00,11.931,-7.756
2026-02-12 01:00:00+00:00,11.8762,-7.5067
2026-02-12 02:00:00+00:00,11.7194,-7.2513
2026-02-12 03:00:00+00:00,11.4595,-6.9903
2026-02-12 04:00:00+00:00,11.1004,-6.724
2026-02-12 05:00:00+00:00,10.6507,-6.4531
2026-02-12 06:00:00+00:00,10.1231,-6.1778
2026-02-12 07:00:00+00:00,9.5343,-5.8988
2026-02-12 08:00:00+00:00,8.9035,-5.6165
2026-02-12 09:00:00+00:00,8.2521,-5.3314
2026-02-12 10:00:00+00:00,7.6026,-5.044
2026-02-12 11:00:00+00:00,6.9769,-4.7548
2026-02-12 12:00:00+00:00,6.3963,-4.4643
2026-02-12 13:00:00+00:00,5.8794,-4.1729
2026-02-12 14:00:00+00:00,5.4419,-3.8813
2026-02-12 15:00:00+00:00,5.0958,-3.5898
2026-02-12 16:00:00+00:00,4.8485,-3.2991
2026-02-12 17:00:00+00:00,4.7028,-3.0096
2026-02-12 18:00:00+00:00,4.6564,-2.7218
2026-02-12 19:00:00+00:00,4.7027,-2.4362
2026-02-12 20:00:00+00:00,4.8304,-2.1534
2026-02-12 21:00:00+00:00,5.0246,-1.8737
2026-02-12 22:00:00+00:00,5.2672,-1.5978
2026-02-12 23:00:00+00:00,5.5382,-1.326
2026-02-13 00:00:00+00:00,5.8164,-1.0588
2026-02-13 01:00:00+00:00,6.0806,-0.7968
2026-02-13 02:00:00+00:00,6.3105,-0.5403
2026-02-13 03:00:00+00:00,6.4879,-0.2898
2026-02-13 04:00:00+00:00,6.5977,-0.0458
2026-02-13 05:00:00+00:00,6.6284,0.1914
2026-02-13 06:00:00+00:00,6.5727,0.4213
2026-02-13 07:00:00+00:00,6.4282,0.6435
2026-02-13 08:00:00+00:00,6.1972,0.8577
2026-02-13 09:00:00+00:00,5.8865,1.0634
2026-02-13 10:00:00+00:00,5.5077,1.2603
2026-02-13 11:00:00+00:00,5.0759,1.4481
2026-02-13 12:00:00+00:00,4.6095,1.6265
2026-02-13 13:00:00+00:00,4.1289,1.7951
2026-02-13 14:00:00+00:00,3.6558,1.9536
2026-02-13 15:00:00+00:00,3.212,2.1018
2026-02-13 16:00:00+00:00,2.8186,2.2394
2026-02-13 17:00:00+00:00,2.4943,2.3662
2026-02-13 18:00:00+00:00,2.2553,2.4819
2026-02-13 19:00:00+00:00,2.1139,2.5863
2026-02-13 20:00:00+00:00,2.0782,2.6794
2026-02-13 21:00:00+00:00,2.1517,2.7608
2026-02-13 22:00:00+00:00,2.3327,2.8305
2026-02-13 23:00:00+00:00,2.6152,2.8884
2026-02-14 00:00:00+00:00,2.9882,2.9343
2026-02-14 01:00:00+00:00,3.4372,2.9681
2026-02-14 02:00:00+00:00,3.944,2.9899
2026-02-14 03:00:00+00:00,4.4884,2.9995
2026-02-14 04:00:00+00:00,5.0485,2.997
2026-02-14 05:00:00+00:00,5.6023,2.9823
2026-02-14 06:00:00+00:00,6.1283,2.9555
2026-02-14 07:00:00+00:00,6.6069,2.9166
2026-02-14 08:00:00+00:00,7.0213,2.8657
2026-02-14 09:00:00+00:00,7.358,2.803
2026-02-14 10:00:00+00:00,7.6079,2.7284
2026-02-14 11:00:00+00:00,7.7664,2.6421
2026-02-14 12:00:00+00:00,7.8336,2.5443
2026-02-14 13:00:00+00:00,7.8146,2.4351
2026-02-14 14:00:00+00:00,7.7188,2.3148
2026-02-14 15:00:00+00:00,7.5596,2.1835
2026-02-14 16:00:00+00:00,7.354,2.0414
2026-02-14 17:00:00+00:00,7.1212,1.8889
2026-02-14 18:00:00+00:00,6.882,1.7262
2026-02-14 19:00:00+00:00,6.6576,1.5535
2026-02-14 20:00:00+00:00,6.4687,1.3711
2026-02-14 21:00:00+00:00,6.3342,1.1795
2026-02-14 22:00:00+00:00,6.2705,0.9789
2026-02-14 23:00:00+00:00,6.2904,0.7696
2026-02-15 00:00:00+00:00,6.4028,0.552
2026-02-15 01:00:00+00:00,6.612,0.3266
2026-02-15 02:00:00+00:00,6.9171,0.0936
2026-02-15 03:00:00+00:00,7.313,-0.1465
2026-02-15 04:00:00+00:00,7.7897,-0.3933
2026-02-15 05:00:00+00:00,8.333,-0.6463
2026-02-15 06:00:00+00:00,8.9255,-0.9051
2026-02-15 07:00:00+00:00,9.5471,-1.1694
2026-02-15 08:00:00+00:00,10.176,-1.4385
2026-02-15 09:00:00+00:00,10.79,-1.7121
2026-02-15 10:00:00+00:00,11.3672,-1.9896
2026-02-15 11:00:00+00:00,11.8873,-2.2707
2026-02-15 12:00:00+00:00,12.3325,-2.5547
2026-02-15 13:00:00+00:00,12.6883,-2.8413
2026-02-15 14:00:00+00:00,12.9444,-3.1298
2026-02-15 15:00:00+00:00,13.0949,-3.4199
2026-02-15 16:00:00+00:00,13.1387,-3.711
2026-02-15 17:00:00+00:00,13.0798,-4.0026
2026-02-15 18:00:00+00:00,12.9264,-4.2942
2026-02-15 19:00:00+00:00,12.6914,-4.5852
2026-02-15 20:00:00+00:00,12.3909,-4.8753
2026-02-15 21:00:00+00:00,12.044,-5.1638
2026-02-15 22:00:00+00:00,11.6714,-5.4503
2026-02-15 23:00:00+00:00,11.2947,-5.7343
2026-02-16 00:00:00+00:00,10.9353,-6.0153
2026-02-16 01:00:00+00:00,10.6131,-6.2928
2026-02-16 02:00:00+00:00,10.3458,-6.5663
2026-02-16 03:00:00+00:00,10.1477,-6.8354
2026-02-16 04:00:00+00:00,10.0294,-7.0995
2026-02-16 05:00:00+00:00,9.9969,-7.3583
2026-02-16 06:00:00+00:00,10.0516,-7.6112
2026-02-16 07:00:00+00:00,10.1899,-7.8578
2026-02-16 08:00:00+00:00,10.4039,-8.0978
2026-02-16 09:00:00+00:00,10.6812,-8.3306
2026-02-16 10:00:00+00:00,11.0059,-8.5559
2026-02-16 11:00:00+00:00,11.3591,-8.7734
2026-02-16 12:00:00+00:00,11.7203,-8.9825
2026-02-16 13:00:00+00:00,12.0679,-9.183
2026-02-16 14:00:00+00:00,12.3805,-9.3745
2026-02-16 15:00:00+00:00,12.6382,-9.5566
2026-02-16 16:00:00+00:00,12.8231,-9.7291
2026-02-16 17:00:00+00:00,12.9206,-9.8917
2026-02-16 18:00:00+00:00,12.9198,-10.044
2026-02-16 19:00:00+00:00,12.8145,-10.1859
2026-02-16 20:00:00+00:00,12.603,-10.317
2026-02-16 21:00:00+00:00,12.2887,-10.4371
2026-02-16 22:00:00+00:00,11.8795,-10.5461
2026-02-16 23:00:00+00:00,11.3878,-10.6437
2026-02-17 00:00:00+00:00,10.8297,-10.7298
2026-02-17 01:00:00+00:00,10.2243,-10.8042
2026-02-17 02:00:00+00:00,9.5927,-10.8668
2026-02-17 03:00:00+00:00,8.9571,-10.9174
2026-02-17 04:00:00+00:00,8.3398,-10.9561
2026-02-17 05:00:00+00:00,7.7618,-10.9826
2026-02-17 06:00:00+00:00,7.2423,-10.9971
2026-02-17 07:00:00+00:00,6.7972,-10.9994
2026-02-17 08:00:00+00:00,6.4389,-10.9896
2026-02-17 09:00:00+00:00,6.1752,-10.9676
2026-02-17 10:00:00+00:00,6.0093,-10.9335
2026-02-17 11:00:00+00:00,5.9397,-10.8874
2026-02-17 12:00:00+00:00,5.9601,-10.8294
2026-02-17 13:00:00+00:00,6.0596,-10.7595
2026-02-17 14:00:00+00:00,6.2237,-10.6778
2026-02-17 15:00:00+00:00,6.4348,-10.5846
2026-02-17 16:00:00+00:00,6.673,-10.4799
2026-02-17 17:00:00+00:00,6.9173,-10.364
2026-02-17 18:00:00+00:00,7.1464,-10.237
2026-02-17 19:00:00+00:00,7.3401,-10.0993
2026-02-17 20:00:00+00:00,7.4801,-9.9509
2026-02-17 21:00:00+00:00,7.551,-9.7922
2026-02-17 22:00:00+00:00,7.5411,-9.6234
2026-02-17 23:00:00+00:00,7.4428,-9.4449
2026-02-18 00:00:00+00:00,7.2532,-9.2569
2026-02-18 01:00:00+00:00,6.9745,-9.0598
2026-02-18 02:00:00+00:00,6.6133,-8.8539
2026-02-18 03:00:00+00:00,6.1806,-8.6396
2026-02-18 04:00:00+00:00,5.6916,-8.4173
2026-02-18 05:00:00+00:00,5.1645,-8.1872
2026-02-18 06:00:00+00:00,4.6197,-7.9499
2026-02-18 07:00:00+00:00,4.0791,-7.7058
2026-02-18 08:00:00+00:00,3.5647,-7.4552
2026-02-18 09:00:00+00:00,3.0977,-7.1986
2026-02-18 10:00:00+00:00,2.6975,-6.9365
2026-02-18 11:00:00+00:00,2.3807,-6.6692
2026-02-18 12:00:00+00:00,2.1602,-6.3974
2026-02-18 13:00:00+00:00,2.0447,-6.1213
2026-02-18 14:00:00+00:00,2.0383,-5.8416
2026-02-18 15:00:00+00:00,2.1402,-5.5587
2026-02-18 16:00:00+00:00,2.3447,-5.2731
2026-02-18 17:00:00+00:00,2.6418,-4.9853
2026-02-18 18:00:00+00:00,3.0171,-4.6957
2026-02-18 19:00:00+00:00,3.4533,-4.405
2026-02-18 20:00:00+00:00,3.9303,-4.1136
2026-02-18 21:00:00+00:00,4.4265,-3.8219
2026-02-18 22:00:00+00:00,4.9201,-3.5306
2026-02-18 23:00:00+00:00,5.3897,-3.2401
2026-02-19 00:00:00+00:00,5.8157,-2.9509
2026-02-19 01:00:00+00:00,6.181,-2.6635
2026-02-19 02:00:00+00:00,6.472,-2.3784
2026-02-19 03:00:00+00:00,6.6792,-2.0962
2026-02-19 04:00:00+00:00,6.7977,-1.8172
2026-02-19 05:00:00+00:00,6.8275,-1.5421
2026-02-19 06:00:00+00:00,6.773,-1.2712
2026-02-19 07:00:00+00:00,6.6436,-1.0051
2026-02-19 08:00:00+00:00,6.4524,-0.7441
2026-02-19 09:00:00+00:00,6.216,-0.4888
2026-02-19 10:00:00+00:00,5.9537,-0.2396
2026-02-19 11:00:00+00:00,5.6863,0.0031
2026-02-19 12:00:00+00:00,5.435,0.2388
2026-02-19 13:00:00+00:00,5.2206,0.4671
2026-02-19 14:00:00+00:00,5.0625,0.6878
2026-02-19 15:00:00+00:00,4.9772,0.9002
2026-02-19 16:00:00+00:00,4.9781,1.1042
2026-02-19 17:00:00+00:00,5.0744,1.2993
2026-02-19 18:00:00+00:00,5.2708,1.4852
2026-02-19 19:00:00+00:00,5.5673,1.6616
2026-02-19 20:00:00+00:00,5.9588,1.8282
2026-02-19 21:00:00+00:00,6.4358,1.9846
2026-02-19 22:00:00+00:00,6.9847,2.1307
2026-02-19 23:00:00+00:00,7.5881,2.2661
2026-02-20 00:00:00+00:00,8.2263,2.3906
2026-02-20 01:00:00+00:00,8.8774,2.5041
2026-02-20 02:00:00+00:00,9.5192,2.6062
2026-02-20 03:00:00+00:00,10.1297,2.6969
2026-02-20 04:00:00+00:00,10.6882,2.776
2026-02-20 05:00:00+00:00,11.1765,2.8433
2026-02-20 06:00:00+00:00,11.5798,2.8987
2026-02-20 07:00:00+00:00,11.8872,2.9421
2026-02-20 08:00:00+00:00,12.0922,2.9735
2026-02-20 09:00:00+00:00,12.1932,2.9928
2026-02-20 10:00:00+00:00,12.1935,3.0
2026-02-20 11:00:00+00:00,12.1009,2.995
2026-02-20 12:00:00+00:00,11.9275,2.9778
2026-02-20 13:00:00+00:00,11.6891,2.9486
2026-02-20 14:00:00+00:00,11.4043,2.9072
2026-02-20 15:00:00+00:00,11.0937,2.8539
2026-02-20 16:00:00+00:00,10.7786,2.7887
2026-02-20 17:00:00+00:00,10.4802,2.7117
2026-02-20 18:00:00+00:00,10.2186,2.6231
2026-02-20 19:00:00+00:00,10.0114,2.523
2026-02-20 20:00:00+00:00,9.8732,2.4115
2026-02-20 21:00:00+00:00,9.8147,2.2889
2026-02-20 22:00:00+00:00,9.8423,2.1554
2026-02-20 23:00:00+00:00,9.9576,2.0112
2026-02-21 00:00:00+00:00,10.1574,1.8566
2026-02-21 01:00:00+00:00,10.4338,1.6918
2026-02-21 02:00:00+00:00,10.7747,1.5171
2026-02-21 03:00:00+00:00,11.1643,1.3329
